obdb_id,brewery_name,brewery_type,street,city,state,postal_code,website_url,longitude,latitude,brewery_id
,Coopersmith's Pub & Brewing,,,,,,,,,454
,Cooperstown Brewing Company,,,,,,,,,455
,Coors Brewing Company (Molson-Coors),,,,,,,,,456
,Copper Dragon Brewery,,,,,,,,,457
,Copper Kettle Brewing Company,,,,,,,,,458
,Coronado Brewing Company,,,,,,,,,459
country-boy-brewing-lexington,Country Boy Brewing,micro,436 Chair Ave,Lexington,Kentucky,40508-3106,http://www.countryboybrewing.com,-84.50925267,38.0439487,460
,Crabtree Brewing Company,,,,,,,,,461
,Craftsman Brewing Co.,,,,,,,,,462
crane-brewing-company-raytown,Crane Brewing Company,micro,6515 Railroad St,Raytown,Missouri,64133-5210,http://www.cranebrewing.com,-94.46290138,39.00524272,463
crankers-brewery-big-rapids,Cranker's Brewery,brewpub,213 S State St,Big Rapids,Michigan,49307-1758,,-85.483723,43.688013,464
,Crazy Mountain Brewery,,,,,,,,,465
,Creature Comforts,,,,,,,,,466
,Creemore Springs Brewery Limited,,,,,,,,,467
crescent-city-brewhouse-new-orleans,Crescent City Brewhouse,brewpub,527 Decatur St,New Orleans,Louisiana,70130-1027,http://www.crescentcitybrewhouse.com,-90.0639242,29.9557185,468
,Crest Brewing Company,,,,,,,,,469
,Cricket Hill Brewing Co.,,,,,,,,,470
,Crooked Stave Artisan Beer Project,,,,,,,,,471
,Crossroads Brewing Company,,,,,,,,,472
,Crow Peak Brewing,,,,,,,,,473
,Crown Valley Brewing & Distilling Co.,,,,,,,,,474
,Crux Fermentation Project,,,,,,,,,475
,Crystal Ball Brewing Company,,,,,,,,,476
,Cucapá Brewing Company,,,,,,,,,477
,D.L. Geary Brewing Company,,,,,,,,,478
,D9 Brewing Company,,,,,,,,,479
,DC Brau Brewing Co.,,,,,,,,,480
destihl-brewery-normal,DESTIHL Brewery,micro,1200 Greenbriar Dr,Normal,Illinois,61761-6459,http://www.destihl.com,-88.94598211,40.52905465,481
,Daleside Brewery,,,,,,,,,482
,Damm S. A.,,,,,,,,,483
,Daniel Thwaites Brewery PLC,,,,,,,,,484
,Dansk Mjød A/S,,,,,,,,,485
,Dark Horse Brewing Company,,,,,,,,,486
,Dark Star Brewing Company Limited,,,,,,,,,487
,"Darl, Tov",,,,,,,,,488
,Darwin Brewery Ltd.,,,,,,,,,489
,Davidson Brothers Restaurant & Brewery,,,,,,,,,490
day-block-brewing-company-minneapolis,Day Block Brewing Company,brewpub,1105 Washington Ave S,Minneapolis,Minnesota,55415-1225,http://Dayblockbrewing.com,-93.253074,44.9751757,491
,De Brabandere,,,,,,,,,492
,De Cam Geuzestekerij,,,,,,,,,493
,De Leyerth Brouwerijen (Urthel),,,,,,,,,494
,De Proefbrouwerij (bvba Andelot),,,,,,,,,495
,De Struise Brouwers,,,,,,,,,496
,Deep Ellum Brewing Company,,,,,,,,,497
,Deep River Brewing Co.,,,,,,,,,498
,Defiance Brewing Co.,,,,,,,,,499
,Deka Brewery,,,,,,,,,500
,Den Herberg,,,,,,,,,501
,Denen Plaza Kawaba Brewery,,,,,,,,,502
,Depot Street Brewing,,,,,,,,,503
,Der HirschBrau/Privatbrauerei Höss,,,,,,,,,504
deschutes-brewery-bend,Deschutes Brewery,regional,901 SW Simpson Ave,Bend,Oregon,97702-3118,http://www.deschutesbrewery.com,-121.3246184,44.04780638,505
,Desnoes & Geddes Limited,,,,,,,,,506
,Detroit Beer Co.,,,,,,,,,507
devils-canyon-brewing-company-san-carlos,Devil's Canyon Brewing Company,micro,935 Washington St,San Carlos,California,94070-5316,http://www.DevilsCanyon.com,-122.2445413,37.49896576,508
,Devils Backbone Brewing Company,,,,,,,,,509
,Difcom,,,,,,,,,510
,Dinkelacker-Schwabenbraeu AG,,,,,,,,,511
,Distillerie Fils du Roy,,,,,,,,,512
,Dixie Beer,,,,,,,,,513
,Dock Street Brewery & Restaurant,,,,,,,,,514
dogfish-head-craft-brewery-milton,Dogfish Head Craft Brewery,regional,6 Cannery Village Ctr,Milton,Delaware,19968-1308,http://www.dogfish.com,-75.31158206,38.76691205,515
,Dortmunder Actien Brauerei / DAB,,,,,,,,,516
,Dostal Alley Brewpub,,,,,,,,,517
,Double Nickel Brewing Company,,,,,,,,,518
,Double Shift Brewing Company,,,,,,,,,519
,Double Trouble Brewing Co.,,,,,,,,,520
dragonmead-microbrewery-warren,Dragonmead Microbrewery,micro,14600 E 11 Mile Rd,Warren,Michigan,48089-1556,,-83.0278041,42.492142,521
,Dragoon Brewing Co.,,,,,,,,,522
,Drake's Brewing Co.,,,,,,,,,523
,Dreher Brewery,,,,,,,,,524
,Driftwood Brewery,,,,,,,,,525
,Dry Dock Brewing Co.,,,,,,,,,526
dry-river-brewing-los-angeles,Dry River Brewing,micro,671 S Anderson St,Los Angeles,California,90023-1110,http://www.dryriverbrewing.com,-118.2233015,34.03638739,527
,DuClaw Brewing Company,,,,,,,,,528
,Duckstein GmbH,,,,,,,,,529
,Due South Brewing Co.,,,,,,,,,530
,Duggan's Brewery,,,,,,,,,531
,Dunedin Brewery,,,,,,,,,532
,Dust Bowl Brewing Company - Downtown Taproom,,,,,,,,,533
,Eagle Brewery,,,,,,,,,534
eagle-rock-brewery-los-angeles,Eagle Rock Brewery,micro,3056 Roswell St,Los Angeles,California,90065-2214,http://www.eaglerockbrewery.com,-118.2440377,34.11473143,535
,Earth Eagle Brewings,,,,,,,,,536
,East African Breweries Ltd (Kenya Breweries),,,,,,,,,537
,East End Brewing Company,,,,,,,,,538
ecliptic-brewing-portland,Ecliptic Brewing,micro,825 N Cook St,Portland,Oregon,97227-1503,http://www.eclipticbrewing.com,-122.6751185,45.54737005,539
,Edmund's Oast Brewing Company,,,,,,,,,540
,Eel River Brewing Co.,,,,,,,,,541
,Einbecker Brauhaus AG,,,,,,,,,542
,Einstök Ölgerð (Einstök Beer Company),,,,,,,,,543
,El Rancho Brewing Company,,,,,,,,,544
,Elbrewery Co. Ltd. Sp. z o.o.,,,,,,,,,545
,Elder Pine Brewing & Blending Co,,,,,,,,,546
,Element Brewing Company,,,,,,,,,547
,Elevation Beer Co.,,,,,,,,,548
,Elevator Brewery & Draught Haus,,,,,,,,,549
,Elm City Brewing Co.,,,,,,,,,550
,Elysian Brewing Company,,,,,,,,,551
,Emmett's Brewing Company,,,,,,,,,552
,Empire Brewing Company - Brewpub,,,,,,,,,553
,Empyrean Brewing Company,,,,,,,,,554
,English Ales Brewery,,,,,,,,,555
,Epic Brewing Company,,,,,,,,,556
,Erdinger Weissbräu,,,,,,,,,557
,Erie Brewing Co.,,,,,,,,,558
,Eskilstuna Ölkultur,,,,,,,,,559
,Evil Twin Brewing,,,,,,,,,560
,Evolution Craft Brewing Company,,,,,,,,,561
fair-state-brewing-cooperative-minneapolis,Fair State Brewing Cooperative,micro,2506A Central Ave NE,Minneapolis,Minnesota,55418,http://www.fairstate.coop,-93.247453,45.01337914,562
,Fairhope Brewing Company,,,,,,,,,563
,Fargo Brewing Company,,,,,,,,,564
fat-heads-brewery-and-saloon-north-olmsted,Fat Head's Brewery & Saloon,brewpub,24581 Lorain Rd,North Olmsted,Ohio,44070-2170,http://www.fatheadscleveland.com,-81.89440993,41.42667743,565
,Fat Point Brewing,,,,,,,,,566
,Fearless Brewing Company,,,,,,,,,567
,Federal Jack's Restaurant & Brew Pub,,,,,,,,,568
,Fentimans Ltd.,,,,,,,,,569
,Feral Brewing Co.,,,,,,,,,570
,Ferme Brasserie Schoune,,,,,,,,,571
,Fetish Brewing Company,,,,,,,,,572
,Fiddlehead Brewing Company,,,,,,,,,573
,Fieldwork Brewing Co.,,,,,,,,,574
,FiftyFifty Brewing Co.,,,,,,,,,575
,Figueroa Mountain Brewing Co.,,,,,,,,,576
finback-brewery-queens,Finback Brewery,micro,78-01 77th Ave,Queens,New York,11385-7518,http://www.finbackbrewery.com,-73.8732597,40.7067227,577
,Finch Beer Co.,,,,,,,,,578
,Finlandia Sahti Ky,,,,,,,,,579
,Firefly Hollow Brewing Co.,,,,,,,,,580
,"Fireman's Brew, Inc.",,,,,,,,,581
,Firestone Walker Brewing Co.,,,,,,,,,582
first-magnitude-brewing-company-gainesville,First Magnitude Brewing Company,micro,1220 SE Veitch St,Gainesville,Florida,32601-7917,http://www.fmbrewing.com,-82.32429908,29.63983022,583
,Fish Brewing Company / Fishbowl Brewpub,,,,,,,,,584
,Fitger's Brewhouse,,,,,,,,,585
,Flat Branch Pub & Brewery,,,,,,,,,586
,Flensburger Brauerei,,,,,,,,,587
,Florida Beer Company,,,,,,,,,588
,Flossmoor Station Restaurant & Brewery,,,,,,,,,589
,Flying Bison Brewing Company,,,,,,,,,590
flying-dog-brewery-frederick,Flying Dog Brewery,regional,4607 Wedgewood Blvd,Frederick,Maryland,21703-7120,http://www.flyingdogbrewery.com,-77.42679107,39.3628322,591
,Flying Fish Brewing Company,,,,,,,,,592
,Flying Monkeys Craft Brewery,,,,,,,,,593
fonta-flora-brewery-morganton,Fonta Flora Brewery,micro,317 N Green St,Morganton,North Carolina,28655-3324,http://www.fontaflora.com,-81.69093777,35.7476204,594
foolproof-brewing-company-pawtucket,Foolproof Brewing Company,micro,241 Grotto Ave,Pawtucket,Rhode Island,02860-3403,http://www.foolproofbrewing.com,-71.41017837,41.86939069,595
,Foothills Brewing Company - Downtown Brewpub,,,,,,,,,596
forbidden-root-restaurant-and-brewery-chicago,Forbidden Root Restaurant & Brewery,micro,1746 W Chicago Ave,Chicago,Illinois,60622-5012,http://www.forbiddenroot.com,-87.6715393,41.8961658,597
,Fordham & Dominion Brewing Company,,,,,,,,,598
,Fordham Brewing Company,,,,,,,,,599
,Forgotten Boardwalk Brewing,,,,,,,,,600
,Fort Garry Brewing Company Ltd.,,,,,,,,,601
fort-hill-brewery-easthampton,Fort Hill Brewery,micro,30 Fort Hill Rd,Easthampton,Massachusetts,01027-1268,http://www.forthillbrewery.com,-72.64143098,42.28503154,602
fort-point-beer-company-san-francisco,Fort Point Beer Company,regional,644 Mason St,San Francisco,California,94129-1600,http://www.fortpointbeer.com,-122.4102278,37.78946124,603
,Fossil Cove Brewing Co.,,,,,,,,,604
,Fossil Craft Beer Company,,,,,,,,,605
,Foster's Group Limited,,,,,,,,,606
,Foundation Brewing Company,,,,,,,,,607
,Founders Brewing Company,,,,,,,,,608
,Four City Brewing Company,,,,,,,,,609
,Four Corners Brewing Company,,,,,,,,,610
,Four Peaks Brewing Company - 8th Street Brewery,,,,,,,,,611
fox-farm-brewery-salem,Fox Farm Brewery,micro,62 Music Vale Rd,Salem,Connecticut,06420-3847,http://foxfarmbeer.com,-72.26788506,41.48370071,612
,Franciscan Well Micro Brewery,,,,,,,,,613
,Franconia Brewing Company,,,,,,,,,614
,Frankenmuth Brewery,,,,,,,,,615
,Free State Brewing Co.,,,,,,,,,616
,Free Will Brewing Co.,,,,,,,,,617
,Freetail Brewing Company,,,,,,,,,618
,Freigeist Bierkultur,,,,,,,,,619
,Fremont Brewing Company,,,,,,,,,620
,French Broad River Brewing,,,,,,,,,621
,Friesisches Brauhaus zu Jever,,,,,,,,,622
frost-beer-works-hinesburg,Frost Beer Works,micro,171 Commerce St,Hinesburg,Vermont,05461-4482,http://www.frostbeerworks.com,-73.1089808,44.3353247,623
full-pint-brewing-company-north-versailles,Full Pint Brewing Company,micro,1963 Lincoln Hwy,North Versailles,Pennsylvania,15137-2749,http://fullpintbrewing.com,-79.8261204,40.385971,624
,Full Sail Brewing Company,,,,,,,,,625
,Fuller Smith & Turner PLC,,,,,,,,,626
fullsteam-brewery-durham,Fullsteam Brewery,micro,726 Rigsbee Ave,Durham,North Carolina,27701-2139,http://www.fullsteam.ag,-78.89959435,36.00310675,627
fulton-beer-minneapolis-2,Fulton Beer,micro,414 6th Ave N,Minneapolis,Minnesota,55401-1214,,-93.2792212,44.9849395,628
fulton-beer-minneapolis-1,Fulton Beer,regional,2540 2nd St NE,Minneapolis,Minnesota,55418-3412,http://www.fultonbeer.com,-93.26664,45.046388,628
funk-factory-geuzeria-madison,Funk Factory Geuzeria,micro,1602 Gilson St,Madison,Wisconsin,53715-2128,http://www.funkfactorygeuzeria.com,-89.39197973,43.05010177,629
,Funkwerks,,,,,,,,,630
,Funky Buddha Brewery,,,,,,,,,631
furthermore-beer-black-river-falls,Furthermore Beer,contract,320 Pierce St,Black River Falls,Wisconsin,54615,http://www.furthermorebeer.com,-90.85115523,44.29279126,632
,Fürst Wallerstein Brauhaus,,,,,,,,,633
,Fürstlich Fürstenbergische Brauerei KG,,,,,,,,,634
,Gananoque Brewing Company,,,,,,,,,635
,Garrison Brewing Company,,,,,,,,,636
,Gasthaus & Gosebrauerei Bayerischer Bahnhof,,,,,,,,,637
,Gebr. Sünner GmbH & Co. KG,,,,,,,,,638
,Generations Brewing,,,,,,,,,639
,Genesee Brewing Co. / Dundee Brewing Co.,,,,,,,,,640
,Gentse Gruut Brouwerij,,,,,,,,,641
,George Bateman & Son / Batemans Brewery,,,,,,,,,642
,George Gale & Company Ltd,,,,,,,,,643
glacier-brewhouse-anchorage,Glacier Brewhouse,brewpub,737 W 5th Ave Ste 110,Anchorage,Alaska,99501-2129,http://www.glacierbrewhouse.com,-149.896703,61.218047,644
,Gnarly Barley Brewing Company,,,,,,,,,645
,Gneiss Brewing Company,,,,,,,,,646
,Golden Road Brewing,,,,,,,,,647
,Good People Brewing Company,,,,,,,,,648
,Goose Island Beer Co.,,,,,,,,,649
,Gordon Biersch Brewery Restaurant,,,,,,,,,650
,Graminger Weissbräu,,,,,,,,,651
,Grand Teton Brewing Co.,,,,,,,,,652
,Granite Brewery & Restaurant,,,,,,,,,653
granite-city-food-and-brewery-franklin,Granite City Food & Brewery,brewpub,1864 W McEwen Dr,Franklin,Tennessee,37067-1782,,-86.8271308,35.9361408,654
granite-city-food-and-brewery-detroit,Granite City Food & Brewery,brewpub,100 Renaissance Ctr,Detroit,Michigan,48243-1114,,-83.04053931,42.32916295,654
granite-city-food-and-brewery-cleveland,Granite City Food & Brewery,brewpub,24519 Cedar Rd,Cleveland,Ohio,44124-3780,,-81.5040318,41.5033931,654
granite-city-food-and-brewery-northbrook,Granite City Food & Brewery,brewpub,992 Willow Rd,Northbrook,Illinois,60062-6806,,-87.8570648,42.1056946,654
,Granville Island Brewery,,,,,,,,,655
,Grapevine Craft Brewery,,,,,,,,,656
,Grassroots Brewing,,,,,,,,,657
,Great Dane Pub & Brewing Company (Downtown),,,,,,,,,658
,Great Divide Brewing Company,,,,,,,,,659
great-heights-brewing-company-houston,Great Heights Brewing Company,micro,938 Wakefield Dr,Houston,Texas,77018-6204,http://www.greatheightsbrewing.com,-95.4223629,29.8216738,660
,Great Lakes Brewing Co.,,,,,,,,,661
,Great North Aleworks,,,,,,,,,662
great-notion-brewing-portland,Great Notion Brewing,brewpub,2204 NE Alberta St Ste 101,Portland,Oregon,97211-5885,http://www.greatnotionpdx.com,-122.64249,45.55884,663
great-raft-brewing-shreveport,Great Raft Brewing,micro,1251 Dalzell St,Shreveport,Louisiana,71103-3705,http://www.greatraftbrewing.com,-93.75545669,32.48900686,664
,Green Bench Brewing Co.,,,,,,,,,665
,Green Flash Brewing Co.,,,,,,,,,666
,Green Man Brewery,,,,,,,,,667
,Green Valley Brewing Company (Crooked Creek),,,,,,,,,668
,Green's Gluten Free Beers,,,,,,,,,669
,Greenbush Brewing Company,,,,,,,,,670
,Greene King / Morland Brewery,,,,,,,,,671
,Greenpoint Beer & Ale Company,,,,,,,,,672
,Greenpoint Beerworks / Kelso of Brooklyn,,,,,,,,,673
,Greenport Harbor Brewing Company,,,,,,,,,674
,Grey Sail Brewing of Rhode Island,,,,,,,,,675
,Griffin Claw Brewing Company,,,,,,,,,676
grimm-artisanal-ales-brooklyn,Grimm Artisanal Ales,micro,990 Metropolitan Ave,Brooklyn,New York,11211-2607,http://GrimmAles.com,-73.93651911,40.7142757,677
,Grimm Brothers Brewhouse,,,,,,,,,678
,Gritty McDuff's Brewing Company,,,,,,,,,679
,Grolsch Bierbrouwerij N.V.,,,,,,,,,680
,"Grupo Cervezas Alhambra, SL",,,,,,,,,681
,Grupo Cruzcampo SA,,,,,,,,,682
,Grupo Modelo S.A. de C.V.,,,,,,,,,683
,Guadalupe Brewing Co.,,,,,,,,,684
,Guangzhou Zhujiang Brewery Co. Ltd.,,,,,,,,,685
,Gubernija Brewery,,,,,,,,,686
,Gueuzerie Tilquin,,,,,,,,,687
,Guinness Ltd.,,,,,,,,,688
,Guinness Nigeria PLC,,,,,,,,,689
,Guinness Open Gate Brewery & Barrel House,,,,,,,,,690
,Gulpener Bierbrouwerij B.V.,,,,,,,,,691
,Gun Hill Brewing Company,,,,,,,,,692
,Gutta,,,,,,,,,693
,Gänstaller Braumanufaktur,,,,,,,,,694
,HaandBryggeriet,,,,,,,,,695
,Hacker-Pschorr Bräu GmbH,,,,,,,,,696
,Hair Of The Dog Brewing Company / Brewery And Tasting Room,,,,,,,,,697
,Half Acre Beer Company,,,,,,,,,698
,Hamm's Brewing Co.,,,,,,,,,699
hammerheart-brewing-company-lino-lakes,HammerHeart Brewing Company,micro,7785 Lake Dr,Lino Lakes,Minnesota,55014-1109,http://www.hammerheartbrewing.com,-93.1064135,45.1890903,700
,Handbrauerei Gerhard Forstner,,,,,,,,,701
,Hangar 24 Brewing,,,,,,,,,702
,"Hangzhou Xihu Beer Asahi Co. , Ltd.",,,,,,,,,703
,Hanlons Brewery,,,,,,,,,704
,Hansa Brauerei / Namibia Breweries,,,,,,,,,705
,Hanssens Artisanaal bvba,,,,,,,,,706
,Harar Beer Factory,,,,,,,,,707
,Hardywood Park Craft Brewery,,,,,,,,,708
,Harpoon Brewery & Beer Hall,,,,,,,,,709
,Harvest Moon Brewery,,,,,,,,,710
,Harvey's Brewery,,,,,,,,,711
,Harviestoun Brewery Ltd.,,,,,,,,,712
,Heater Allen Brewing,,,,,,,,,713
,Heavy Seas Beer,,,,,,,,,714
,Heineken Nederland B.V.,,,,,,,,,715
heirloom-rustic-ales-tulsa,Heirloom Rustic Ales,micro,2113 E Admiral Blvd,Tulsa,Oklahoma,74110,http://www.heirloomrusticales.com,-95.9610136,36.1601381,716
,"Helios Distillery Co., Ltd.",,,,,,,,,717
,Helltown Brewing,,,,,,,,,718
henhouse-brewing-santa-rosa,HenHouse Brewing,micro,322 Bellevue Ave # 2,Santa Rosa,California,95407-7711,http://www.henhousebrewing.com,-122.7241302,38.4017722,719
,Henninger Bräu AG,,,,,,,,,720
,Herzoglich Bayerisches Brauhaus Tegernsee,,,,,,,,,721
,Hi-Wire Brewing,,,,,,,,,722
,High Point Brewing Company,,,,,,,,,723
high-water-brewing-stockton,High Water Brewing,proprietor,,Stockton,California,95204-2943,http://www.highwaterbrewing.com,-121.2907796,37.9577016,724
,Highland Brewing,,,,,,,,,725
,"Hijos De Rivera, S.A.",,,,,,,,,726
,Hill Farmstead Brewery,,,,,,,,,727
,Hinterland Brewery Restaurant,,,,,,,,,728
,Hite Brewery Company LTD,,,,,,,,,729
,Hockley Valley Brewing Co.,,,,,,,,,730
,Hofbrauhaus Freising,,,,,,,,,731
,Hofbrauhaus Wolters GmbH,,,,,,,,,732
,Hofbräuhaus München,,,,,,,,,733
,Hog's Back Brewery,,,,,,,,,734
hogshead-brewery-denver,Hogshead Brewery,micro,4460 W 29th Ave,Denver,Colorado,80212-3015,http://www.hogsheadbrewery.com,-105.04506,39.758232,735
,Hokkaido Brewing,,,,,,,,,736
,Holsten-Brauerei,,,,,,,,,737
,"Holy Mackerel Small Batch Beers ""the garage project""",,,,,,,,,738
,Hook Norton Brewery Co. Ltd.,,,,,,,,,739
,Hoots Roller Bar & Beer Co.,,,,,,,,,740
,Hop Back Brewery plc,,,,,,,,,741
,Hop City Brewing Co.,,,,,,,,,742
,Hoppin' Frog Brewery,,,,,,,,,743
,Hops & Grain Brewing,,,,,,,,,744
hopworks-urban-brewery-portland,Hopworks Urban Brewery,micro,2944 SE Powell Blvd,Portland,Oregon,97202-2054,http://www.hopworksbeer.com,-122.634827,45.4968753,745
,Horseheads Brewing Inc.,,,,,,,,,746
,Howe Sound Inn & Brewing Company,,,,,,,,,747
,Hudepohl-Schoenling Brewing Co.,,,,,,,,,748
,Huisbrouwerij De Halve Maan,,,,,,,,,749
,Humboldt Brewing Co.,,,,,,,,,750
,Hövels Hausbrauerei,,,,,,,,,751
idle-hands-craft-ales-malden,Idle Hands Craft Ales,micro,89 Commercial St,Malden,Massachusetts,02148-5509,http://www.idlehandscraftales.com,-71.07473084,42.4243819,752
,Ilgezeem,,,,,,,,,753
,Ilkley Brewery Co.,,,,,,,,,754
,Indeed Brewing Company - Minneapolis,,,,,,,,,755
,Independence Brewing Co.,,,,,,,,,756
,Indian Wells Brewing Company,,,,,,,,,757
,Innis & Gunn,,,,,,,,,758
,"Inveralmond Brewery Ltd., The",,,,,,,,,759
,Iowa Brewing Company,,,,,,,,,760
,Ipswich Ale Brewery,,,,,,,,,761
,Iron Hill Brewery & Restaurant,,,,,,,,,762
iron-horse-brewery-ellensburg,Iron Horse Brewery,regional,1621 Vantage Hwy,Ellensburg,Washington,98926-9001,http://www.ironhorsebrewery.com,-120.5200003545032,47.00287945234483,763
,Ironfire Brewing Company,,,,,,,,,764
,Isle Of Skye Brewery,,,,,,,,,765
,Isle of Arran Brewery Company Ltd.,,,,,,,,,766
,Israel Beer Breweries Ltd.,,,,,,,,,767
,Ithaca Beer Company,,,,,,,,,768
,J. Boag & Son Brewing,,,,,,,,,769
,J. Wakefield Brewing,,,,,,,,,770
,J.W. Lees & Co (Brewers) Ltd,,,,,,,,,771
,JOS. Schlitz Brewing Co. (Pabst),,,,,,,,,772
jacks-abby-brewing-framingham,Jack's Abby Brewing,regional,100 Clinton St,Framingham,Massachusetts,01702-6748,http://www.jacksabbybrewing.com,-71.4109021,42.2800852,773
jackie-os-pub-and-brewery-athens,Jackie O's Pub & Brewery,brewpub,22-24 W Union St,Athens,Ohio,45701-2818,http://www.jackieos.com,-82.10216171,39.32764186,774
,Jacob Leinenkugel Brewing Company,,,,,,,,,775
,Jailbreak Brewing Company,,,,,,,,,776
,Jaks Brewing Co.,,,,,,,,,777
,Jamieson Brewery,,,,,,,,,778
,Jaws Brewery,,,,,,,,,779
jester-king-brewery-austin,Jester King Brewery,micro,13187 Fitzhugh Rd,Austin,Texas,78736-6510,http://www.jesterkingbrewery.com,-98.0824692,30.2547264,780
,John Martin's (John Martin SA),,,,,,,,,781
,John Smith's Brewery (Heineken UK),,,,,,,,,782
jolly-pumpkin-artisan-ales-dexter,Jolly Pumpkin Artisan Ales,micro,2319 Bishop Cir E,Dexter,Michigan,48130-1567,http://www.jollypumpkin.com,-83.87683682,42.32487277,783
,Jopen Bier BV Haarlem,,,,,,,,,784
,KC Bier Co.,,,,,,,,,785
,Kaiser Bräu,,,,,,,,,786
kalona-brewing-company-kalona,Kalona Brewing Company,brewpub,405 B Ave,Kalona,Iowa,52247,http://www.kalonabrewing.com,-91.7075553,41.4833131,787
,Kaltenberg International / König Ludwig International GmbH & Co.KG,,,,,,,,,788
,Kane Brewing Company,,,,,,,,,789
,Karbach Brewing Co.,,,,,,,,,790
karben4-brewing-madison,Karben4 Brewing,micro,3698 Kinsman Blvd,Madison,Wisconsin,53704-2509,http://www.karben4.com,-89.32573248,43.126221,791
,Karl Strauss Brewing Company,,,,,,,,,792
,Karlovačko Pivovara,,,,,,,,,793
keegan-ales-kingston,Keegan Ales,micro,20 Saint James St,Kingston,New York,12401-4534,http://www.keeganales.com,-74.012151,41.931636,794
,Kelsen Brewing Company,,,,,,,,,795
,Kent Falls Brewing Company,,,,,,,,,796
,Kern River Brewing Company,,,,,,,,,797
,KettleHouse Brewing Co. (Southside Taproom),,,,,,,,,798
,Keweenaw Brewing Company,,,,,,,,,799
,Key Brewing Co.,,,,,,,,,800
,Kinslahger Brewing Company,,,,,,,,,801
,"Kirin Brewery Company, Limited",,,,,,,,,802
,Kirkland Signature / Costco Wholesale Corporation,,,,,,,,,803
,Kiuchi Brewery,,,,,,,,,804
,"Kizakura Sake Brewing Co., Ltd.",,,,,,,,,805
,Klosterbrauerei Andechs,,,,,,,,,806
,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,,,,,,,,,807
,Klosterbrauerei Reutberg,,,,,,,,,808
,Klosterbrauerei Weltenburg,,,,,,,,,809
,Knee Deep Brewing Company,,,,,,,,,810
,Kona Brewing Co.,,,,,,,,,811
,Krombacher Brauerei,,,,,,,,,812
,Královský Pivovar Krušovice a.s.,,,,,,,,,813
,Kuhnhenn Brewing Company,,,,,,,,,814
,Kulmbacher Brauerei AG,,,,,,,,,815
,Kulmbacher Kommunbräu,,,,,,,,,816
,König-Brauerei GmbH,,,,,,,,,817
,Köstritzer Schwarzbierbrauerei GmbH & Co.,,,,,,,,,818
,La Cumbre Brewing Co.,,,,,,,,,819
,LaBEERint Brewery,,,,,,,,,820
,Labatt Brewing Company Ltd.,,,,,,,,,821
ladyface-ale-companie-agoura-hills,Ladyface Ale Companie,brewpub,29281 Agoura Rd,Agoura Hills,California,91301-2597,http://www.ladyfaceale.com,-118.7661536,34.14404216,822
,Lager Heads Smokehouse & Brewing Co.,,,,,,,,,823
,Lagunitas Brewing Company,,,,,,,,,824
,Lake Effect Brewing Co.,,,,,,,,,825
,Lake Louie Brewery Company,,,,,,,,,826
,Lake Placid Craft Brewing Company,,,,,,,,,827
,"Lakefront Brewery, Inc.",,,,,,,,,828
lakes-and-legends-brewing-company-minneapolis,Lakes & Legends Brewing Company,micro,1368 Lasalle Ave,Minneapolis,Minnesota,55403-2316,http://www.lakesandlegends.com,-93.2794629,44.9689387,829
,Lakewood Brewing Company,,,,,,,,,830
,Lambiek Fabriek,,,,,,,,,831
,Lammin Sahti Oy,,,,,,,,,832
,Lancaster Brewery Company Ltd,,,,,,,,,833
,Lancaster Brewing Company,,,,,,,,,834
,Land Beer,,,,,,,,,835
,Lao Brewery Co.,,,,,,,,,836
,Last Name Brewing,,,,,,,,,837
,Latrobe Brewing Co.,,,,,,,,,838
laughing-dog-brewing-ponderay,Laughing Dog Brewing,micro,805 Schweitzer Plaza Dr,Ponderay,Idaho,83852-9823,http://www.laughingdogbrewing.com,-116.5464216,48.3050088,839
,Lavery Brewing Company,,,,,,,,,840
,Lawson's Finest Liquids,,,,,,,,,841
,Lazy Magnolia Brewing Company,,,,,,,,,842
,"Le Bilboquet, Brasseur Artisan",,,,,,,,,843
,Le Trou Du Diable,,,,,,,,,844
,Lech Browary Wielkopolski (SABMiller),,,,,,,,,845
,Leelanau Brewing Company,,,,,,,,,846
,Left Coast Brewing Company,,,,,,,,,847
left-hand-brewing-company-longmont,Left Hand Brewing Company,regional,1265 Boston Ave,Longmont,Colorado,80501-5809,http://www.lefthandbrewing.com,-105.1168403,40.158688,848
,Legend Brewing Co.,,,,,,,,,849
